codigo,basureros,rank_basureros,reporte_falta_agua,rank_reporteagua,reportesretio,rank_reporteretio,aguaresidual,rank_aguaresidual,adecuacinsanitaria,rank_adecuacionsanitaria,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
2750,0,1,66,5,0,,0,1,.82929999,2,1,5,1,1,5,3
2750,0,1,66,5,0,,0,1,.82929999,2,1,5,1,1,5,3
2760,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
2760,0,1,0,,0,,0,1,.9443,3,1,1,1,1,3,2
2770,0,1,0,1,0,1,0,1,.82669997,2,1,1,1,1,5,2
2780,0,1,0,1,0,1,0,1,.93589997,3,1,1,1,1,3,2
2790,1,5,32,5,0,1,0,1,.94709998,3,5,5,1,1,3,3
2800,0,1,25,5,0,1,0,1,.99669999,5,1,5,1,1,2,2
2810,0,1,0,,0,,0,1,.92460001,3,1,1,1,1,4,2
2810,0,1,0,,0,,0,1,.94980001,3,1,1,1,1,3,2
2820,0,,0,,1,4,0,,1,,1,1,5,1,2,2
2830,0,1,0,1,0,,0,1,.92360002,3,1,1,1,1,4,2
2830,0,1,0,1,0,,0,1,.92360002,3,1,1,1,1,4,2
2840,0,1,0,1,0,,0,1,.98559999,4,1,1,1,1,2,2
2840,0,1,0,1,0,,0,1,.98559999,4,1,1,1,1,2,2
2850,0,1,1,2,0,1,0,1,.94959998,3,1,4,1,1,3,2
2860,0,1,9,4,4,5,0,1,.94959998,3,1,5,5,1,3,3
2870,0,1,3,3,0,1,0,1,.97000003,4,1,4,1,1,3,2
2900,0,1,0,1,0,1,0,1,.90859997,3,1,1,1,1,4,2
2910,0,1,3,3,0,1,0,1,.92570001,3,1,4,1,1,4,3
2920,0,1,2,3,0,1,0,1,.96069998,4,1,4,1,1,3,2
2930,0,1,0,1,0,1,0,1,.91339999,3,1,1,1,1,4,2
2940,0,1,0,1,0,1,0,1,.95969999,4,1,1,1,1,3,2
2950,0,1,17,4,0,1,0,1,.93409997,3,1,5,1,1,3,2
2960,0,1,1,2,0,1,0,1,.76249999,1,1,4,1,1,5,3
2970,0,1,0,1,0,1,0,1,.85949999,2,1,1,1,1,4,2
2980,0,1,0,,0,,0,1,.83890003,2,1,1,1,1,5,2
2980,0,1,0,,0,,0,1,.90880001,3,1,1,1,1,4,2
2990,0,1,3,3,3,5,0,1,.96749997,4,1,4,5,1,3,3
3000,0,1,9,4,3,5,0,1,.99699998,5,1,5,5,1,2,3
3010,0,1,5,4,0,1,0,1,.99519998,5,1,5,1,1,2,2
3020,1,5,11,4,0,,0,1,.9946,5,5,5,1,1,2,3
3020,1,5,11,4,0,,0,1,.9946,5,5,5,1,1,2,3
3023,0,1,25,5,0,,0,1,.99150002,5,1,5,1,1,2,2
3023,0,1,25,5,0,,0,1,.99150002,5,1,5,1,1,2,2
3027,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3028,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3100,1,5,0,,0,,0,1,.99720001,5,5,1,1,1,2,3
3100,1,5,0,,0,,0,1,.99620003,5,5,1,1,1,2,3
3100,1,5,0,,0,,0,1,.99620003,5,5,1,1,1,2,3
3100,1,5,0,,0,,0,1,.99620003,5,5,1,1,1,2,3
3100,1,5,0,,0,,0,1,.99620003,5,5,1,1,1,2,3
3103,0,1,19,5,0,1,0,1,.99769998,5,1,5,1,1,2,2
3104,0,1,27,5,0,1,0,1,.99720001,5,1,5,1,1,2,2
3109,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3199,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
3200,0,1,21,5,4,5,0,1,.99129999,5,1,5,5,1,2,3
3219,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3220,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3229,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3230,0,1,4,4,5,5,0,1,.99760002,5,1,4,5,1,2,3
3240,1,5,13,4,3,5,0,1,1,5,5,5,5,1,2,4
3300,0,1,8,4,7,5,1,5,.99250001,5,1,5,5,5,2,4
3303,0,1,5,4,0,1,0,1,.99059999,5,1,5,1,1,2,2
3310,0,1,19,5,3,5,1,5,.98150003,4,1,5,5,5,3,4
3311,0,1,0,1,0,,1,5,1,,1,1,1,5,2,3
3313,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3319,1,5,1,2,0,1,0,1,1,,5,4,1,1,2,3
3320,0,1,1,2,1,4,0,1,.95340002,4,1,4,5,1,3,3
3330,0,1,0,1,0,1,0,1,.97310001,4,1,1,1,1,3,2
3339,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3340,0,1,0,1,3,5,0,1,.99620003,5,1,1,5,1,2,2
3400,1,5,0,,2,5,0,1,.99470001,5,5,1,5,1,2,3
3400,1,5,0,,2,5,0,1,.99470001,5,5,1,5,1,2,3
3410,0,1,1,2,0,1,0,1,.99129999,5,1,4,1,1,2,2
3420,0,1,1,2,0,1,0,1,.99559999,5,1,4,1,1,2,2
3430,0,1,0,1,1,4,0,1,.9921,5,1,1,5,1,2,2
3440,0,1,3,3,0,1,1,5,.96380001,4,1,4,1,5,3,3
3500,1,5,10,4,4,5,0,1,.99409997,5,5,5,5,1,2,4
3510,0,1,8,4,0,1,0,1,.99440002,5,1,5,1,1,2,2
3520,0,1,1,2,1,4,0,1,.99669999,5,1,4,5,1,2,3
3530,1,5,0,1,1,4,0,1,.99010003,5,5,1,5,1,2,3
3540,0,1,2,3,1,4,0,1,.99349999,5,1,4,5,1,2,3
3550,0,1,2,3,0,1,0,1,.9921,5,1,4,1,1,2,2
3560,0,1,0,1,0,1,0,1,.99250001,5,1,1,1,1,2,2
3570,0,1,21,5,1,4,0,1,.99290001,5,1,5,5,1,2,3
3580,0,1,1,2,1,4,0,1,.99370003,5,1,4,5,1,2,3
3590,0,1,1,2,3,5,0,1,1,5,1,4,5,1,2,3
3600,0,1,5,4,0,1,0,1,.99430001,5,1,5,1,1,2,2
3610,0,1,38,5,0,1,0,1,.99129999,5,1,5,1,1,2,2
3620,0,1,0,1,0,1,0,1,.99349999,5,1,1,1,1,2,2
3630,0,1,6,4,0,1,0,1,.9896,4,1,5,1,1,2,2
3640,0,1,6,4,0,1,0,1,1,5,1,5,1,1,2,2
3650,1,5,1,2,2,5,0,1,.99919999,5,5,4,5,1,2,4
3660,1,5,7,4,0,1,0,1,.98760003,4,5,5,1,1,2,3
3700,0,1,1,2,1,4,0,1,.99589998,5,1,4,5,1,2,3
3710,1,5,1,2,2,5,0,1,.98930001,4,5,4,5,1,2,4
3720,0,1,0,1,0,1,0,1,.99989998,5,1,1,1,1,2,2
3730,0,1,1,2,1,4,0,1,.98040003,4,1,4,5,1,3,3
3740,0,1,6,4,0,1,0,1,.99760002,5,1,5,1,1,2,2
3800,0,1,0,1,5,5,0,1,.99659997,5,1,1,5,1,2,2
3809,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3810,1,5,6,4,2,5,0,1,.9975,5,5,5,5,1,2,4
3818,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3819,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3820,0,1,3,3,2,5,0,1,.98629999,4,1,4,5,1,2,3
3840,0,1,0,1,0,1,0,1,.98869997,4,1,1,1,1,2,2
3849,0,,0,,0,1,0,,1,,1,1,1,1,2,2
3900,0,1,0,1,0,1,0,1,.9964,5,1,1,1,1,2,2
3910,0,1,3,3,3,5,0,1,.99199998,5,1,4,5,1,2,3
3920,1,5,7,4,1,4,0,1,.99860001,5,5,5,5,1,2,4
3930,0,1,3,3,1,4,0,1,.99610001,5,1,4,5,1,2,3
3940,0,1,0,1,0,1,0,1,.99529999,5,1,1,1,1,2,2
3949,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4000,0,1,21,5,0,1,0,1,.9921,5,1,5,1,1,2,2
4009,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4010,0,1,0,1,2,5,0,1,.98659998,4,1,1,5,1,2,2
4020,0,1,1,2,0,1,0,1,.9971,5,1,4,1,1,2,2
4030,0,1,0,1,0,1,0,1,.97579998,4,1,1,1,1,3,2
4040,0,1,10,4,1,4,0,1,.9975,5,1,5,5,1,2,3
4100,0,1,16,4,1,4,0,1,.99190003,5,1,5,5,1,2,3
4110,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
4120,0,1,0,,0,,0,1,.96280003,4,1,1,1,1,3,2
4120,0,1,0,,0,,0,1,.97329998,4,1,1,1,1,3,2
4129,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4200,0,1,2,3,1,4,0,1,.99730003,5,1,4,5,1,2,3
4210,0,1,0,1,0,1,0,1,.9982,5,1,1,1,1,2,2
4230,0,1,4,4,0,1,0,1,.97909999,4,1,4,1,1,3,2
4239,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4240,0,1,0,1,0,1,0,1,.96640003,4,1,1,1,1,3,2
4250,0,1,1,2,0,1,0,1,.9928,5,1,4,1,1,2,2
4259,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4260,0,1,0,,0,,0,1,.86189997,2,1,1,1,1,4,2
4260,0,1,0,,0,,0,1,.88209999,2,1,1,1,1,4,2
4260,0,1,0,,0,,0,1,.88789999,2,1,1,1,1,4,2
4260,0,1,0,,0,,0,1,.66350001,1,1,1,1,1,5,2
4270,0,,0,,1,4,0,,1,,1,1,5,1,2,2
4280,0,,0,,1,4,0,,1,,1,1,5,1,2,2
4300,0,1,560,5,1,4,0,1,.83149999,2,1,5,5,1,5,4
4307,0,,7,4,0,1,0,,1,,1,5,1,1,2,2
4309,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4310,0,1,8,4,0,,0,1,.9957,5,1,5,1,1,2,2
4310,0,1,8,4,0,,0,1,.9957,5,1,5,1,1,2,2
4317,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4318,0,1,0,1,0,1,0,1,.99150002,5,1,1,1,1,2,2
4319,0,,0,,0,,0,,1,,1,1,1,1,2,2
4319,0,,0,,0,,0,,1,,1,1,1,1,2,2
4320,0,1,0,,0,,0,1,.99919999,5,1,1,1,1,2,2
4320,0,1,0,,0,,0,1,.9957,5,1,1,1,1,2,2
4320,0,1,0,,0,,0,1,.82630002,2,1,1,1,1,5,2
4326,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4327,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4330,1,5,0,,0,,0,1,.99119997,5,5,1,1,1,2,3
4330,1,5,0,,0,,0,1,.99650002,5,5,1,1,1,2,3
4330,1,5,0,,0,,0,1,.95209998,4,5,1,1,1,3,3
4330,1,5,0,,0,,0,1,.95209998,4,5,1,1,1,3,3
4330,1,5,0,,0,,0,1,.95209998,4,5,1,1,1,3,3
4330,1,5,0,,0,,0,1,.95209998,4,5,1,1,1,3,3
4330,1,5,0,,0,,0,1,.95209998,4,5,1,1,1,3,3
4336,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4337,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4338,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4340,0,1,0,1,0,,0,1,.99559999,5,1,1,1,1,2,2
4340,0,1,0,1,0,,0,1,.99559999,5,1,1,1,1,2,2
4340,0,1,0,1,0,,0,1,.99559999,5,1,1,1,1,2,2
4350,0,,1,2,0,,0,,1,,1,4,1,1,2,2
4350,0,,1,2,0,,0,,1,,1,4,1,1,2,2
4350,0,,1,2,0,,0,,1,,1,4,1,1,2,2
4350,0,,1,2,0,,0,,1,,1,4,1,1,2,2
4350,0,,1,2,0,,0,,1,,1,4,1,1,2,2
4359,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4360,1,5,0,,0,,0,1,.99479997,5,5,1,1,1,2,3
4360,1,5,0,,0,,0,1,.84560001,2,5,1,1,1,4,3
4368,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4369,0,1,17,4,1,4,0,1,.84329998,2,1,5,5,1,4,3
4370,0,1,0,,0,,0,1,.99620003,5,1,1,1,1,2,2
4370,0,1,0,,0,,0,1,.9867,4,1,1,1,1,2,2
4370,0,1,0,,0,,0,1,.9867,4,1,1,1,1,2,2
4380,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
4380,0,1,0,,0,,0,1,.92729998,3,1,1,1,1,4,2
4390,0,1,0,,0,,0,1,.93510002,3,1,1,1,1,3,2
4390,0,1,0,,0,,0,1,.81919998,2,1,1,1,1,5,2
4400,0,1,1,2,0,1,0,1,.99919999,5,1,4,1,1,2,2
4410,0,1,2,3,0,,0,1,.99059999,5,1,4,1,1,2,2
4410,0,1,2,3,0,,0,1,.99059999,5,1,4,1,1,2,2
4420,0,1,0,1,0,1,0,1,.97869998,4,1,1,1,1,3,2
4440,0,1,0,,0,,0,1,.99830002,5,1,1,1,1,2,2
4440,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
4440,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
4450,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
4460,1,5,0,,0,1,0,1,.9957,5,5,1,1,1,2,3
4460,1,5,0,,0,1,0,1,.9957,5,5,1,1,1,2,3
4470,0,1,0,,0,,0,1,.98549998,4,1,1,1,1,2,2
4470,0,1,0,,0,,0,1,.99150002,5,1,1,1,1,2,2
4480,0,1,0,,0,,0,1,.99229997,5,1,1,1,1,2,2
4480,0,1,0,,0,,0,1,.99790001,5,1,1,1,1,2,2
4480,0,1,0,,0,,0,1,.98290002,4,1,1,1,1,3,2
4480,0,1,0,,0,,0,1,.99830002,5,1,1,1,1,2,2
4489,0,1,1,2,0,1,0,1,.99839997,5,1,4,1,1,2,2
4490,0,1,0,,0,,0,1,.99519998,5,1,1,1,1,2,2
4490,0,1,0,,0,,0,1,.99860001,5,1,1,1,1,2,2
4500,0,1,7,4,5,5,0,1,.99849999,5,1,5,5,1,2,3
4510,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4513,0,,0,,0,,0,,1,,1,1,1,1,2,2
4513,0,,0,,0,,0,,1,,1,1,1,1,2,2
4519,0,1,0,1,0,1,0,1,.97570002,4,1,1,1,1,3,2
4530,0,1,2,3,3,5,0,1,.99769998,5,1,4,5,1,2,3
4535,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4600,0,1,156,5,2,5,0,1,.87230003,2,1,5,5,1,4,3
4610,0,1,0,1,1,4,0,1,.9892,4,1,1,5,1,2,2
4620,0,1,20,5,3,5,0,1,.94989997,3,1,5,5,1,3,3
4630,0,1,304,5,0,1,0,1,.85790002,2,1,5,1,1,4,3
4640,1,5,1,2,0,1,0,1,.9975,5,5,4,1,1,2,3
4650,1,5,0,,0,,0,1,.86500001,2,5,1,1,1,4,3
4650,1,5,0,,0,,0,1,.86500001,2,5,1,1,1,4,3
4660,0,1,0,1,0,,0,1,1,5,1,1,1,1,2,2
4660,0,1,0,1,0,,0,1,1,5,1,1,1,1,2,2
4700,1,5,1,2,0,,0,1,.99849999,5,5,4,1,1,2,3
4700,1,5,1,2,0,,0,1,.99849999,5,5,4,1,1,2,3
4710,0,1,4,4,0,1,0,1,.99559999,5,1,4,1,1,2,2
4718,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4719,1,5,1,2,0,,0,1,1,,5,4,1,1,2,3
4719,1,5,1,2,0,,0,1,1,,5,4,1,1,2,3
4720,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4729,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4730,0,1,0,,0,,0,1,.97210002,4,1,1,1,1,3,2
4730,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
4738,0,,0,,0,,0,,1,,1,1,1,1,2,2
4738,0,,0,,0,,0,,1,,1,1,1,1,2,2
4739,0,1,0,1,2,5,0,1,.97689998,4,1,1,5,1,3,3
4800,0,1,0,,0,,0,1,.99879998,5,1,1,1,1,2,2
4800,0,1,0,,0,,0,1,1,5,1,1,1,1,2,2
4810,0,1,0,1,0,1,0,1,.99900001,5,1,1,1,1,2,2
4815,0,,10,4,0,1,0,,1,,1,5,1,1,2,2
4830,0,1,4,4,0,,0,1,.99110001,5,1,4,1,1,2,2
4830,0,1,4,4,0,,0,1,.99110001,5,1,4,1,1,2,2
4840,0,,5,4,0,1,0,,1,,1,5,1,1,2,2
4843,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4849,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4850,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4859,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4870,0,1,2,3,0,,0,1,.98570001,4,1,4,1,1,2,2
4870,0,1,2,3,0,,0,1,.98570001,4,1,4,1,1,2,2
4890,0,1,0,,0,,0,1,.99580002,5,1,1,1,1,2,2
4890,0,1,0,,0,,0,1,.99580002,5,1,1,1,1,2,2
4890,0,1,0,,0,,0,1,.99860001,5,1,1,1,1,2,2
4899,0,1,2,3,0,1,0,1,.96160001,4,1,4,1,1,3,2
4908,0,,0,,0,1,0,,1,,1,1,1,1,2,2
4909,0,1,0,,0,,0,1,.99769998,5,1,1,1,1,2,2
4909,0,1,0,,0,,0,1,.99779999,5,1,1,1,1,2,2
4909,0,1,0,,0,,0,1,.99839997,5,1,1,1,1,2,2
4910,0,1,1,2,2,5,0,1,.87849998,2,1,4,5,1,4,3
4918,0,1,2,3,0,1,0,1,.99769998,5,1,4,1,1,2,2
4919,0,1,0,1,0,1,0,1,.97399998,4,1,1,1,1,3,2
4920,0,1,11,4,8,5,0,1,.99949998,5,1,5,5,1,2,3
4921,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
4929,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
4930,0,1,0,1,1,4,0,1,1,5,1,1,5,1,2,2
4938,0,1,1,2,0,1,0,1,.99919999,5,1,4,1,1,2,2
4939,0,1,0,1,0,1,0,1,.99910003,5,1,1,1,1,2,2
4940,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
4950,0,1,0,1,0,1,0,1,.99910003,5,1,1,1,1,2,2
4960,0,1,0,1,0,1,0,1,.99849999,5,1,1,1,1,2,2
4970,0,1,0,1,0,1,0,1,.9982,5,1,1,1,1,2,2
4980,0,1,0,,0,,0,1,.9339,3,1,1,1,1,3,2
4980,0,1,0,,0,,0,1,.98189998,4,1,1,1,1,3,2
4980,0,1,0,,0,,0,1,.98189998,4,1,1,1,1,3,2
5000,0,1,128,5,0,1,0,1,.90079999,2,1,5,1,1,4,3
5009,0,,7,4,0,1,0,,1,,1,5,1,1,2,2
5010,0,1,15,4,0,1,0,1,.71079999,1,1,5,1,1,5,3
5020,0,1,5,4,0,1,0,1,.72799999,1,1,5,1,1,5,3
5030,0,1,0,,0,,0,1,.90799999,3,1,1,1,1,4,2
5030,0,1,0,,0,,0,1,.9188,3,1,1,1,1,4,2
5039,0,1,0,1,0,1,1,5,1,,1,1,1,5,2,3
5050,1,5,0,,0,1,1,5,.58530003,1,5,1,1,5,5,4
5050,1,5,0,,0,1,1,5,.58530003,1,5,1,1,5,5,4
5060,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5100,0,1,49,5,0,1,0,1,.89590001,2,1,5,1,1,4,3
5109,0,,0,,1,4,0,,1,,1,1,5,1,2,2
5110,0,1,9,4,1,4,0,1,.89600003,2,1,5,5,1,4,3
5118,0,1,2,3,0,1,0,1,.91869998,3,1,4,1,1,4,3
5119,0,1,4,4,0,1,0,1,.98220003,4,1,4,1,1,3,2
5120,1,5,0,,1,4,1,5,.95740002,4,5,1,5,5,3,5
5120,1,5,0,,1,4,1,5,.95740002,4,5,1,5,5,3,5
5126,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5128,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5129,1,5,0,,1,4,0,1,.90109998,2,5,1,5,1,4,4
5129,1,5,0,,1,4,0,1,.90109998,2,5,1,5,1,4,4
5129,1,5,0,,1,4,0,1,.90109998,2,5,1,5,1,4,4
5130,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
5200,0,1,33,5,0,1,0,1,.96990001,4,1,5,1,1,3,2
5214,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5219,0,1,2,3,0,1,0,1,.95029998,4,1,4,1,1,3,2
5220,0,1,0,1,0,1,0,1,.96899998,4,1,1,1,1,3,2
5230,0,1,0,1,1,4,0,1,.95139998,4,1,1,5,1,3,3
5238,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5240,0,1,1,2,0,1,0,1,.98680001,4,1,4,1,1,2,2
5249,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5260,0,1,23,5,1,4,0,1,.90700001,3,1,5,5,1,4,3
5268,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5269,0,1,2,3,0,1,0,1,.74519998,1,1,4,1,1,5,3
5270,0,1,6,4,0,1,0,1,.93720001,3,1,5,1,1,3,2
5280,0,1,2,3,0,1,0,1,.87010002,2,1,4,1,1,4,3
5310,0,1,4,4,0,1,0,1,.9576,4,1,4,1,1,3,2
5320,0,1,7,4,0,1,1,5,.96920002,4,1,5,1,5,3,3
5330,0,1,0,,0,,0,1,.91109997,3,1,1,1,1,4,2
5330,0,1,0,,0,,0,1,.9156,3,1,1,1,1,4,2
5330,0,1,0,,0,,0,1,.94989997,3,1,1,1,1,3,2
5330,0,1,0,,0,,0,1,.94989997,3,1,1,1,1,3,2
5348,0,1,11,4,0,1,0,1,.98299998,4,1,5,1,1,3,2
5349,0,,0,,1,4,0,,1,,1,1,5,1,2,2
5360,0,1,0,1,0,1,0,1,.93849999,3,1,1,1,1,3,2
5370,0,1,1,2,1,4,0,1,.89090002,2,1,4,5,1,4,3
5379,0,1,1,2,0,1,0,1,.8186,2,1,4,1,1,5,3
5400,0,1,19,5,0,1,0,1,.87440002,2,1,5,1,1,4,3
5410,0,1,0,,0,,0,1,.75330001,1,1,1,1,1,5,2
5410,0,1,0,,0,,0,1,.62419999,1,1,1,1,1,5,2
5500,0,1,34,5,0,1,0,1,.90829998,3,1,5,1,1,4,3
5501,1,5,0,1,0,,0,1,1,,5,1,1,1,2,3
5520,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
5530,0,1,5,4,0,1,0,1,.92769998,3,1,5,1,1,4,3
5600,1,5,0,,0,1,0,1,.79369998,1,5,1,1,1,5,3
5600,1,5,0,,0,1,0,1,.79369998,1,5,1,1,1,5,3
5610,0,1,1,2,0,1,0,1,.4637,1,1,4,1,1,5,3
5619,0,,0,,0,1,0,,1,,1,1,1,1,2,2
5620,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
5700,0,,18,5,1,4,0,,1,,1,5,5,1,2,3
5710,0,1,111,5,0,1,0,1,.7665,1,1,5,1,1,5,3
5730,0,1,35,5,0,1,0,1,.7992,1,1,5,1,1,5,3
5750,0,1,141,5,0,1,0,1,.6261,1,1,5,1,1,5,3
5760,0,1,4,4,0,1,0,1,.67049998,1,1,4,1,1,5,3
5780,0,1,0,1,0,1,0,1,.58590001,1,1,1,1,1,5,2
6000,0,1,10,4,6,5,0,1,.93580002,3,1,5,5,1,3,3
6010,0,1,7,4,0,1,0,1,.93580002,3,1,5,1,1,3,2
6018,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6020,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6030,0,1,0,1,0,1,0,1,.97689998,4,1,1,1,1,3,2
6038,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6039,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6040,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6050,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6057,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6058,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6060,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6065,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6066,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6067,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6068,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6070,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6079,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6080,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6090,0,1,0,1,0,1,0,1,.93580002,3,1,1,1,1,3,2
6100,0,1,0,1,3,5,0,1,.99699998,5,1,1,5,1,2,2
6140,0,1,0,1,1,4,0,1,.99699998,5,1,1,5,1,2,2
6170,0,1,0,1,0,1,0,1,.99739999,5,1,1,1,1,2,2
6171,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6179,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6199,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6200,0,1,2,3,0,,0,1,.96990001,4,1,4,1,1,3,2
6200,0,1,2,3,0,,0,1,.96990001,4,1,4,1,1,3,2
6220,0,1,3,3,0,1,0,1,.97579998,4,1,4,1,1,3,2
6240,0,1,1,2,1,4,0,1,.96579999,4,1,4,5,1,3,3
6250,0,1,0,1,0,1,0,1,.97610003,4,1,1,1,1,3,2
6270,0,1,1,2,0,1,0,1,.97119999,4,1,4,1,1,3,2
6280,0,1,0,1,0,1,0,1,.9756,4,1,1,1,1,3,2
6300,0,1,2,3,3,5,0,1,.97280002,4,1,4,5,1,3,3
6302,1,5,0,1,0,,1,5,1,,5,1,1,5,2,4
6309,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6350,0,1,0,1,0,1,0,1,.9752,4,1,1,1,1,3,2
6357,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6400,0,1,7,4,2,5,0,1,.97280002,4,1,5,5,1,3,3
6430,0,1,1,2,2,5,0,1,.99830002,5,1,4,5,1,2,3
6450,0,1,21,5,3,5,0,1,.9598,4,1,5,5,1,3,3
6470,1,5,0,,1,4,0,1,.98769999,4,5,1,5,1,2,3
6470,1,5,0,,1,4,0,1,.98769999,4,5,1,5,1,2,3
6479,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6500,0,1,12,4,2,5,0,1,.99589998,5,1,5,5,1,2,3
6589,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6597,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6598,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6599,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6600,0,1,46,5,5,5,1,5,.9824,4,1,5,5,5,3,4
6606,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6609,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6691,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6692,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6693,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6694,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6695,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6696,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6698,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6699,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6700,1,5,2,3,7,5,0,1,.97689998,4,5,4,5,1,3,4
6703,1,5,0,1,0,,0,1,1,,5,1,1,1,2,3
6704,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6707,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6720,0,1,3,3,3,5,0,1,.98250002,4,1,4,5,1,3,3
6724,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6725,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6727,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6728,0,,0,,0,1,0,,1,,1,1,1,1,2,2
6729,0,,0,,0,1,0,,1,,1,1,1,1,2,2
