codigo,basureros,rank_basureros,reporte_falta_agua,rank_reporteagua,reportesretio,rank_reporteretio,aguaresidual,rank_aguaresidual,adecuacinsanitaria,rank_adecuacionsanitaria,dup,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
6039,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6040,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6050,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6057,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6058,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6060,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6065,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6066,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6067,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6068,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6070,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6079,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6080,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6090,0,1,0,1,0,1,0,1,.93580002,3,0,1,1,1,1,4,2
6100,0,1,0,1,3,5,0,1,.99699998,5,0,1,1,5,1,5,3
6140,0,1,0,1,1,4,0,1,.99699998,5,0,1,1,4,1,5,3
6170,0,1,0,1,0,1,0,1,.99739999,5,0,1,1,1,1,5,2
6171,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6179,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6199,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6220,0,1,3,3,0,1,0,1,.97579998,4,0,1,4,1,1,5,3
6240,0,1,1,2,1,4,0,1,.96579999,4,0,1,3,4,1,4,3
6250,0,1,0,1,0,1,0,1,.97610003,4,0,1,1,1,1,5,2
6270,0,1,1,2,0,1,0,1,.97119999,4,0,1,3,1,1,4,2
6280,0,1,0,1,0,1,0,1,.9756,4,0,1,1,1,1,4,2
6300,0,1,2,3,3,5,0,1,.97280002,4,0,1,4,5,1,4,3
6302,1,5,0,1,0,,1,5,0,,0,5,1,1,5,1,3
6309,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6350,0,1,0,1,0,1,0,1,.9752,4,0,1,1,1,1,4,2
6357,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6400,0,1,7,4,2,5,0,1,.97280002,4,0,1,4,5,1,4,3
6430,0,1,1,2,2,5,0,1,.99830002,5,0,1,3,5,1,5,3
6450,0,1,21,5,3,5,0,1,.9598,4,0,1,5,5,1,4,3
6479,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6500,0,1,12,4,2,5,0,1,.99589998,5,0,1,5,5,1,5,4
6589,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6597,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6598,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6599,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6600,0,1,46,5,5,5,1,5,.9824,4,0,1,5,5,5,5,5
6606,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6609,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6691,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6692,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6693,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6694,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6695,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6696,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6698,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6699,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6700,1,5,2,3,7,5,0,1,.97689998,4,0,5,4,5,1,5,4
6703,1,5,0,1,0,,0,1,0,,0,5,1,1,1,1,2
6704,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6707,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6720,0,1,3,3,3,5,0,1,.98250002,4,0,1,4,5,1,5,3
6724,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6725,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6727,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6728,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6729,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6740,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6780,0,1,0,1,3,5,0,1,.96789998,4,0,1,1,5,1,4,3
6796,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6797,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6798,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
6800,0,1,0,1,2,5,0,1,.98009998,4,0,1,1,5,1,5,3
6820,0,1,2,3,1,4,0,1,.97799999,4,0,1,4,4,1,5,3
6840,0,1,0,1,0,1,0,1,.97670001,4,0,1,1,1,1,5,2
6850,0,1,0,1,2,5,0,1,.96700001,4,0,1,1,5,1,4,3
6860,0,1,0,1,1,4,0,1,.96219999,4,0,1,1,4,1,4,3
6870,0,1,0,1,0,1,0,1,.95490003,4,0,1,1,1,1,4,2
6880,0,1,0,1,2,5,0,1,.98720002,4,0,1,1,5,1,5,3
6890,0,1,0,1,0,1,0,1,.96259999,4,0,1,1,1,1,4,2
6900,0,1,2,3,2,5,0,1,.99879998,5,0,1,4,5,1,5,3
6920,0,1,0,1,1,4,0,1,.96740001,4,0,1,1,4,1,4,3
6995,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7000,0,1,40,5,2,5,0,1,.96929997,4,0,1,5,5,1,4,3
7020,0,1,16,4,1,4,0,1,.99049997,5,0,1,5,4,1,5,3
7040,0,1,1,2,0,1,0,1,.90509999,3,0,1,3,1,1,3,2
7050,0,1,21,5,0,1,0,1,.80419999,1,0,1,5,1,1,3,2
7058,0,1,1,2,0,1,0,1,.88569999,2,0,1,3,1,1,3,2
7059,0,,5,4,0,1,0,,0,,0,1,4,1,1,1,2
7060,0,1,1,2,0,1,0,1,.9091,3,0,1,3,1,1,4,2
7069,0,1,0,1,0,1,0,1,.9382,3,0,1,1,1,1,4,2
7080,0,1,3,3,0,1,0,1,.7744,1,0,1,4,1,1,3,2
7089,0,1,1,2,0,1,0,1,.83850002,2,0,1,3,1,1,3,2
7109,0,1,2,3,0,1,0,1,.90649998,3,0,1,4,1,1,3,2
7110,0,1,0,1,0,1,0,1,.77340001,1,0,1,1,1,1,3,2
7149,0,1,0,1,0,1,0,1,.81059998,2,0,1,1,1,1,3,2
7160,0,1,24,5,0,1,0,1,.86159998,2,0,1,5,1,1,3,2
7170,0,1,10,4,0,1,0,1,.82660002,2,0,1,5,1,1,3,2
7183,0,1,3,3,0,1,0,1,.60799998,1,0,1,4,1,1,2,2
7187,0,1,1,2,0,1,0,1,.59140003,1,0,1,3,1,1,2,2
7188,0,1,10,4,0,1,0,1,.70230001,1,0,1,5,1,1,3,2
7189,0,1,1,2,0,1,0,1,.63349998,1,0,1,3,1,1,2,2
7190,0,1,27,5,0,1,0,1,.85860002,2,0,1,5,1,1,3,2
7199,0,1,1,2,0,1,0,1,.75160003,1,0,1,3,1,1,3,2
7200,0,1,22,5,0,1,0,1,.85149997,2,0,1,5,1,1,3,2
7207,0,1,1,2,0,1,0,1,.9095,3,0,1,3,1,1,4,2
7208,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7209,0,1,1,2,0,1,0,1,.90399998,3,0,1,3,1,1,3,2
7210,0,1,14,4,0,1,0,1,.88419998,2,0,1,5,1,1,3,2
7214,0,1,1,2,0,1,0,1,.79890001,1,0,1,3,1,1,3,2
7224,0,1,0,1,0,1,0,1,.53869998,1,0,1,1,1,1,2,2
7230,0,1,11,4,0,1,0,1,.93430001,3,0,1,5,1,1,4,3
7239,0,1,0,1,0,1,0,1,.95230001,4,0,1,1,1,1,4,2
7240,0,1,2,3,0,1,0,1,.83609998,2,0,1,4,1,1,3,2
7250,0,1,2,3,0,1,0,1,.82880002,2,0,1,4,1,1,3,2
7259,0,1,0,1,0,1,0,1,.70630002,1,0,1,1,1,1,3,2
7268,0,1,5,4,0,1,0,1,.98790002,4,0,1,4,1,1,5,3
7269,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7270,0,1,0,1,0,1,0,1,.99879998,5,0,1,1,1,1,5,2
7279,0,1,8,4,0,1,0,1,.99550003,5,0,1,4,1,1,5,3
7290,0,1,4,4,0,1,0,1,.81980002,2,0,1,4,1,1,3,2
7309,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7310,0,1,6,4,0,1,0,1,.75080001,1,0,1,4,1,1,3,2
7323,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7326,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7327,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7328,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7329,0,,29,5,0,1,0,,0,,0,1,5,1,1,1,2
7330,0,1,3,3,0,1,0,1,.9619,4,0,1,4,1,1,4,3
7349,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
7359,0,1,2,3,0,1,0,1,.76749998,1,0,1,4,1,1,3,2
7363,0,,39,5,0,1,0,,0,,0,1,5,1,1,1,2
7369,0,1,25,5,2,5,0,1,.98220003,4,0,1,5,5,1,5,4
7370,0,1,1,2,0,1,0,1,.93760002,3,0,1,3,1,1,4,2
7400,0,1,10,4,0,1,0,1,.9508,4,0,1,5,1,1,4,3
7430,0,1,0,1,0,1,0,1,.92150003,3,0,1,1,1,1,4,2
7440,0,1,5,4,0,1,0,1,.96439999,4,0,1,4,1,1,4,3
7450,0,1,29,5,0,1,0,1,.99900001,5,0,1,5,1,1,5,3
7455,0,1,1,2,0,1,0,1,1,5,0,1,3,1,1,5,3
7458,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
7459,0,,5,4,0,1,0,,0,,0,1,4,1,1,1,2
7460,0,1,6,4,0,1,0,1,.92919999,3,0,1,4,1,1,4,3
7469,0,1,64,5,0,1,0,1,.94010001,3,0,1,5,1,1,4,3
7470,0,1,0,1,0,1,0,1,.99779999,5,0,1,1,1,1,5,2
7480,0,1,3,3,0,1,0,1,.98909998,4,0,1,4,1,1,5,3
7500,0,1,30,5,0,1,0,1,.90490001,3,0,1,5,1,1,3,2
7510,0,1,9,4,0,1,0,1,.83960003,2,0,1,5,1,1,3,2
7520,0,1,29,5,0,1,0,1,.90200001,2,0,1,5,1,1,3,2
7540,0,1,407,5,0,1,1,5,.95370001,4,0,1,5,1,5,4,4
7548,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
7550,0,1,66,5,0,1,0,1,.85570002,2,0,1,5,1,1,3,2
7560,0,1,64,5,0,1,0,1,.85900003,2,0,1,5,1,1,3,2
7570,0,1,9,4,0,1,0,1,.99239999,5,0,1,5,1,1,5,3
7580,0,1,265,5,1,4,0,1,.91500002,3,0,1,5,4,1,4,3
7600,0,1,2,3,0,1,0,1,.96640003,4,0,1,4,1,1,4,3
7620,0,1,11,4,0,1,0,1,.96700001,4,0,1,5,1,1,4,3
7630,0,1,4,4,0,1,1,5,.93370003,3,0,1,4,1,5,4,4
7640,0,1,2,3,0,1,0,1,.95639998,4,0,1,4,1,1,4,3
7650,0,1,0,1,1,4,0,1,.95910001,4,0,1,1,4,1,4,3
7660,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
7670,0,1,1,2,0,1,0,1,.93260002,3,0,1,3,1,1,4,2
7680,0,1,0,1,0,1,0,1,.94669998,3,0,1,1,1,1,4,2
7707,1,5,1,2,0,1,0,1,.99019998,5,0,5,3,1,1,5,4
7708,0,1,0,1,0,1,0,1,.99730003,5,0,1,1,1,1,5,2
7709,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7710,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7720,0,1,0,1,0,1,0,1,.99800003,5,0,1,1,1,1,5,2
7729,0,1,0,1,0,,1,5,0,,0,1,1,1,5,1,3
7738,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7739,0,1,0,1,0,1,0,1,.98619998,4,0,1,1,1,1,5,2
7740,0,1,0,1,0,1,0,1,.99629998,5,0,1,1,1,1,5,2
7750,0,1,14,4,0,1,0,1,.98220003,4,0,1,5,1,1,5,3
7754,0,1,1,2,0,1,0,1,1,5,0,1,3,1,1,5,3
7755,0,1,0,1,0,1,0,1,.99879998,5,0,1,1,1,1,5,2
7760,0,1,6,4,1,4,0,1,.92140001,3,0,1,4,4,1,4,3
7800,1,5,12,4,1,4,0,1,.98629999,4,0,5,5,4,1,5,4
7810,0,1,47,5,0,1,0,1,.99070001,5,0,1,5,1,1,5,3
7830,0,1,6,4,0,1,0,1,.97229999,4,0,1,4,1,1,4,3
7838,0,1,0,1,0,1,0,1,.9249,3,0,1,1,1,1,4,2
7839,0,1,0,1,0,1,0,1,.93330002,3,0,1,1,1,1,4,2
7858,0,1,1,2,0,1,0,1,.99409997,5,0,1,3,1,1,5,3
7859,0,1,2,3,0,1,0,1,.94230002,3,0,1,4,1,1,4,3
7869,0,1,4,4,0,1,0,1,.94330001,3,0,1,4,1,1,4,3
7880,0,1,1,2,1,4,0,1,.97659999,4,0,1,3,4,1,5,3
7889,0,1,0,1,0,1,0,1,.97570002,4,0,1,1,1,1,4,2
7899,0,1,0,1,0,1,0,1,.921,3,0,1,1,1,1,4,2
7900,0,1,18,5,0,1,0,1,.93980002,3,0,1,5,1,1,4,3
7909,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
7910,0,1,62,5,0,1,0,1,.87489998,2,0,1,5,1,1,3,2
7918,0,1,8,4,1,4,0,1,.98729998,4,0,1,4,4,1,5,3
7919,0,1,18,5,0,1,0,1,.91250002,3,0,1,5,1,1,4,3
7930,0,1,0,1,0,1,0,1,.97189999,4,0,1,1,1,1,4,2
7939,0,1,0,1,0,1,0,1,.9612,4,0,1,1,1,1,4,2
7940,0,1,1,2,0,1,0,1,.91250002,3,0,1,3,1,1,4,2
7950,0,1,271,5,0,1,0,1,1,5,0,1,5,1,1,5,3
7958,0,1,0,1,0,1,0,1,.96429998,4,0,1,1,1,1,4,2
7959,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
7970,0,1,32,5,1,4,0,1,.96710002,4,0,1,5,4,1,4,3
7990,0,1,1,2,0,1,0,1,.99519998,5,0,1,3,1,1,5,3
8000,0,1,0,1,0,1,0,1,.87919998,2,0,1,1,1,1,3,2
8009,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
8010,0,1,0,1,1,4,0,1,.85039997,2,0,1,1,4,1,3,2
8020,0,1,2,3,1,4,0,1,.94370002,3,0,1,4,4,1,4,3
8029,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8030,0,1,0,1,0,1,0,1,.90380001,3,0,1,1,1,1,3,2
8100,0,1,2,3,4,5,0,1,.95630002,4,0,1,4,5,1,4,3
8160,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8170,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8180,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8188,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8189,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
8200,1,5,0,1,2,5,0,1,.99250001,5,0,5,1,5,1,5,4
8210,0,1,0,1,0,1,0,1,.9558,4,0,1,1,1,1,4,2
8220,0,1,0,1,0,1,0,1,.9228,3,0,1,1,1,1,4,2
8230,0,1,1,2,1,4,0,1,.77450001,1,0,1,3,4,1,3,3
8240,0,1,0,1,0,1,0,1,.84030002,2,0,1,1,1,1,3,2
8300,1,5,0,1,0,1,0,1,.89499998,2,0,5,1,1,1,3,3
8310,0,1,1,2,0,1,0,1,.82190001,2,0,1,3,1,1,3,2
8320,0,1,0,1,0,1,0,1,.97149998,4,0,1,1,1,1,4,2
8420,0,1,0,1,0,1,0,1,.83840001,2,0,1,1,1,1,3,2
8500,0,1,1,2,4,5,0,1,.93959999,3,0,1,3,5,1,4,3
8501,1,5,0,1,0,,0,1,0,,0,5,1,1,1,1,2
8510,0,1,0,1,0,1,0,1,.8854,2,0,1,1,1,1,3,2
8520,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8560,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8580,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8600,0,1,0,1,0,1,0,1,.85399997,2,0,1,1,1,1,3,2
8610,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8619,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
8650,0,1,3,3,0,1,0,1,.88090003,2,0,1,4,1,1,3,2
8700,0,1,0,1,0,1,0,1,.89630002,2,0,1,1,1,1,3,2
8710,0,1,0,1,0,1,0,1,.89630002,2,0,1,1,1,1,3,2
8720,0,1,0,1,0,1,0,1,.93709999,3,0,1,1,1,1,4,2
8730,0,1,3,3,0,1,0,1,.92739999,3,0,1,4,1,1,4,3
8770,0,1,0,1,0,1,0,1,.90969998,3,0,1,1,1,1,4,2
8800,0,1,0,1,0,1,0,1,.97140002,4,0,1,1,1,1,4,2
8810,1,5,0,1,0,1,0,1,.99730003,5,0,5,1,1,1,5,3
8830,0,1,0,1,1,4,0,1,.99830002,5,0,1,1,4,1,5,3
8840,0,1,0,1,0,1,0,1,.9971,5,0,1,1,1,1,5,2
8900,0,1,0,1,0,1,0,1,.9971,5,0,1,1,1,1,5,2
8910,0,1,1,2,0,1,0,1,.90109998,2,0,1,3,1,1,3,2
8920,0,1,0,1,0,1,0,1,.94230002,3,0,1,1,1,1,4,2
9009,0,,8,4,0,1,0,,0,,0,1,4,1,1,1,2
9010,0,1,4,4,0,1,0,1,.99550003,5,0,1,4,1,1,5,3
9020,0,1,7,4,0,1,0,1,.9522,4,0,1,4,1,1,4,3
9030,0,1,5,4,0,1,0,1,.9971,5,0,1,4,1,1,5,3
9070,0,1,14,4,1,4,0,1,.98019999,4,0,1,5,4,1,5,3
9089,0,1,2,3,1,4,0,1,.99870002,5,0,1,4,4,1,5,3
9090,0,1,20,5,0,1,0,1,.99370003,5,0,1,5,1,1,5,3
9099,0,1,1,2,0,1,0,1,.96289998,4,0,1,3,1,1,4,2
9100,0,1,23,5,1,4,0,1,.95679998,4,0,1,5,4,1,4,3
9110,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
9120,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9130,0,1,64,5,0,1,0,1,.90100002,2,0,1,5,1,1,3,2
9140,0,1,66,5,1,4,0,1,.9095,3,0,1,5,4,1,4,3
9170,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9180,0,1,96,5,0,1,1,5,.9601,4,0,1,5,1,5,4,4
9200,0,1,91,5,0,1,0,1,.98580003,4,0,1,5,1,1,5,3
9207,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9219,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
9220,0,1,187,5,0,1,0,1,.96289998,4,0,1,5,1,1,4,3
9226,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9228,0,,73,5,0,1,0,,0,,0,1,5,1,1,1,2
9229,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
9233,0,,5,4,0,1,0,,0,,0,1,4,1,1,1,2
9239,0,1,59,5,0,1,0,1,.97750002,4,0,1,5,1,1,5,3
9240,0,1,114,5,0,1,0,1,.97430003,4,0,1,5,1,1,4,3
9249,0,1,2,3,0,1,0,1,.91360003,3,0,1,4,1,1,4,3
9260,0,1,51,5,0,1,0,1,.99119997,5,0,1,5,1,1,5,3
9270,0,1,14,4,0,1,0,1,.99900001,5,0,1,5,1,1,5,3
9280,0,1,3,3,0,1,0,1,.9641,4,0,1,4,1,1,4,3
9300,0,1,55,5,0,1,0,1,.87410003,2,0,1,5,1,1,3,2
9319,0,1,31,5,0,1,0,1,.99720001,5,0,1,5,1,1,5,3
9320,0,1,23,5,0,1,0,1,.9339,3,0,1,5,1,1,4,3
9330,0,,14,4,0,1,0,,0,,0,1,5,1,1,1,2
9350,0,1,2,3,0,1,0,1,.91360003,3,0,1,4,1,1,4,3
9359,0,1,0,1,0,1,0,1,.9619,4,0,1,1,1,1,4,2
9366,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9368,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9429,0,1,2,3,0,1,0,1,.95639998,4,0,1,4,1,1,4,3
9437,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
9438,0,1,8,4,0,1,0,1,.82169998,2,0,1,4,1,1,3,2
9450,0,1,3,3,0,1,0,1,.99839997,5,0,1,4,1,1,5,3
9460,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
9470,0,1,2,3,0,1,0,1,1,5,0,1,4,1,1,5,3
9479,0,1,9,4,0,1,0,1,.9946,5,0,1,5,1,1,5,3
9480,0,1,1,2,0,1,0,1,.99940002,5,0,1,3,1,1,5,3
9510,0,1,2330,5,0,1,0,1,.85039997,2,0,1,5,1,1,3,2
9519,0,1,5,4,0,1,0,1,.85039997,2,0,1,4,1,1,3,2
9530,0,1,28,5,0,1,0,1,.82529998,2,0,1,5,1,1,3,2
9540,1,5,0,1,0,,0,1,0,,0,5,1,1,1,1,2
9550,0,1,85,5,0,1,0,1,.72299999,1,0,1,5,1,1,3,2
9560,0,1,177,5,0,1,0,1,.83099997,2,0,1,5,1,1,3,2
9570,0,1,252,5,0,1,0,1,.78570002,1,0,1,5,1,1,3,2
9578,0,1,92,5,0,1,0,1,.90460002,3,0,1,5,1,1,3,2
9600,1,5,75,5,0,1,0,1,.72469997,1,0,5,5,1,1,3,3
9608,0,1,108,5,0,1,0,1,.82279998,2,0,1,5,1,1,3,2
9609,0,1,45,5,0,1,0,1,.82279998,2,0,1,5,1,1,3,2
9620,0,1,154,5,1,4,0,1,.73509997,1,0,1,5,4,1,3,3
9637,0,1,497,5,0,1,0,1,.51560003,1,0,1,5,1,1,2,2
9638,0,1,220,5,0,1,0,1,.64060003,1,0,1,5,1,1,2,2
9648,0,1,107,5,0,1,0,1,.58469999,1,0,1,5,1,1,2,2
9660,0,1,378,5,0,1,0,1,.81510001,2,0,1,5,1,1,3,2
9670,1,5,66,5,0,1,0,1,.71280003,1,0,5,5,1,1,3,3
9680,0,1,54,5,0,1,0,1,.71619999,1,0,1,5,1,1,3,2
9689,0,1,5,4,0,1,0,1,.6602,1,0,1,4,1,1,2,2
9690,0,1,340,5,0,1,0,1,.67869997,1,0,1,5,1,1,2,2
9696,1,5,321,5,0,1,0,1,.58609998,1,0,5,5,1,1,2,3
9698,0,1,204,5,0,1,0,1,.65899998,1,0,1,5,1,1,2,2
9709,0,1,6,4,0,1,0,1,.81400001,2,0,1,4,1,1,3,2
9710,0,1,1,2,0,1,0,1,.95490003,4,0,1,3,1,1,4,2
9719,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9759,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
9767,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
9768,0,,9,4,0,1,0,,0,,0,1,5,1,1,1,2
9769,1,5,369,5,0,1,0,1,.67110002,1,0,5,5,1,1,2,3
9770,0,1,2,3,0,1,0,1,.83700001,2,0,1,4,1,1,3,2
9779,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
9789,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
9790,0,1,48,5,0,1,0,1,.75889999,1,0,1,5,1,1,3,2
9809,0,1,27,5,0,1,0,1,.88499999,2,0,1,5,1,1,3,2
9819,1,5,31,5,0,1,0,1,.86769998,2,0,5,5,1,1,3,3
9828,0,1,5,4,0,1,0,1,.96200001,4,0,1,4,1,1,4,3
9836,0,,6,4,2,5,0,,0,,0,1,4,5,1,1,3
9837,0,1,8,4,1,4,0,1,.84060001,2,0,1,4,4,1,3,3
9838,0,1,1,2,0,1,0,1,.87889999,2,0,1,3,1,1,3,2
9840,0,1,53,5,0,1,0,1,.84899998,2,0,1,5,1,1,3,2
9849,0,1,8,4,0,1,0,1,.8427,2,0,1,4,1,1,3,2
9858,0,1,14,4,0,1,0,1,.88480002,2,0,1,5,1,1,3,2
9859,0,1,24,5,0,1,0,1,.86290002,2,0,1,5,1,1,3,2
9864,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9869,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9889,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
9898,0,,14,4,0,1,0,,0,,0,1,5,1,1,1,2
9899,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
9920,0,1,3,3,0,1,0,1,.81059998,2,0,1,4,1,1,3,2
9930,0,1,180,5,1,4,0,1,.84399998,2,0,1,5,4,1,3,3
9940,0,1,2,3,0,1,0,1,.81370002,2,0,1,4,1,1,3,2
9969,0,1,5,4,0,1,0,1,.88690001,2,0,1,4,1,1,3,2
9970,0,1,28,5,3,5,0,1,.82520002,2,0,1,5,5,1,3,3
9979,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
10000,0,1,0,1,3,5,0,1,.91759998,3,0,1,1,5,1,4,3
10020,0,1,0,1,0,1,0,1,.9206,3,0,1,1,1,1,4,2
10100,0,,0,,3,5,0,,0,,0,1,1,5,1,1,2
10110,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10130,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10200,1,5,0,1,5,5,0,1,.98809999,4,0,5,1,5,1,5,4
10210,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10290,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10300,1,5,4,4,0,1,1,5,.736,1,0,5,4,1,5,3,4
10309,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
10320,0,1,1,2,0,1,0,1,.81290001,2,0,1,3,1,1,3,2
10330,0,1,1,2,0,1,0,1,.82419997,2,0,1,3,1,1,3,2
10340,0,1,0,1,0,1,0,1,.847,2,0,1,1,1,1,3,2
10350,0,1,3,3,0,1,0,1,.83420002,2,0,1,4,1,1,3,2
10360,0,1,0,1,0,1,0,1,.8962,2,0,1,1,1,1,3,2
10368,0,1,1,2,0,1,0,1,.80229998,1,0,1,3,1,1,3,2
10370,0,1,0,1,0,1,0,1,.85900003,2,0,1,1,1,1,3,2
10378,0,1,0,1,0,1,0,1,.8283,2,0,1,1,1,1,3,2
10379,0,1,1,2,0,1,0,1,.74119997,1,0,1,3,1,1,3,2
10380,0,1,2,3,0,1,0,1,.91729999,3,0,1,4,1,1,4,3
10400,0,1,0,1,4,5,0,1,.9619,4,0,1,1,5,1,4,3
10500,0,1,0,1,1,4,0,1,.94529998,3,0,1,1,4,1,4,3
10508,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
10509,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10580,0,1,1,2,0,1,0,1,.95969999,4,0,1,3,1,1,4,2
10589,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
10600,0,1,7,4,1,4,0,1,.85759997,2,0,1,4,4,1,3,3
10610,0,1,0,1,0,1,0,1,.90079999,2,0,1,1,1,1,3,2
10620,0,1,2,3,0,1,0,1,.78689998,1,0,1,4,1,1,3,2
10630,1,5,237,5,0,1,0,1,0,,0,5,5,1,1,1,3
10650,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
10660,0,1,1,2,0,1,0,1,.5794,1,0,1,3,1,1,2,2
