codigo,basureros,rank_basureros,reporte_falta_agua,rank_reporteagua,reportesretio,rank_reporteretio,aguaresidual,rank_aguaresidual,adecuacinsanitaria,rank_adecuacionsanitaria,dup,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
10700,0,1,0,1,5,5,0,1,.95130002,4,0,1,1,5,1,4,3
10710,0,1,1,2,0,1,0,1,.94859999,3,0,1,3,1,1,4,2
10720,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
10730,0,1,4,4,0,1,0,1,.94859999,3,0,1,4,1,1,4,3
10740,0,1,0,1,1,4,0,1,.94859999,3,0,1,1,4,1,4,3
10800,0,1,0,1,0,1,0,1,.90030003,2,0,1,1,1,1,3,2
10810,0,1,0,1,0,1,0,1,.75819999,1,0,1,1,1,1,3,2
10820,0,1,0,1,0,1,0,1,.97240001,4,0,1,1,1,1,4,2
10830,0,1,0,1,0,1,0,1,.94319999,3,0,1,1,1,1,4,2
10900,0,1,150,5,0,1,1,5,.7525,1,0,1,5,1,5,3,3
10910,0,1,2,3,0,1,0,1,.90469998,3,0,1,4,1,1,3,2
10920,0,1,0,1,0,1,0,1,.82440001,2,0,1,1,1,1,3,2
10926,0,,134,5,0,1,0,,0,,0,1,5,1,1,1,2
11009,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11040,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
11109,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11209,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11210,0,1,0,1,0,1,0,1,.71579999,1,0,1,1,1,1,3,2
11219,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11230,0,1,0,1,1,4,0,1,.93889999,3,0,1,1,4,1,4,3
11239,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11240,0,1,0,1,0,1,0,1,.91619998,3,0,1,1,1,1,4,2
11250,0,1,0,1,1,4,0,1,.8423,2,0,1,1,4,1,3,2
11259,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11270,0,1,2,3,0,1,0,1,.85280001,2,0,1,4,1,1,3,2
11280,0,1,0,1,1,4,0,1,.81900001,2,0,1,1,4,1,3,2
11289,0,1,0,1,0,1,0,1,.92540002,3,0,1,1,1,1,4,2
11300,0,1,0,1,6,5,0,1,.9939,5,0,1,1,5,1,5,3
11310,0,1,0,1,1,4,0,1,.84899998,2,0,1,1,4,1,3,2
11311,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11330,0,1,1,2,1,4,0,1,.99959999,5,0,1,3,4,1,5,3
11340,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
11350,0,1,0,1,0,1,0,1,.98100001,4,0,1,1,1,1,5,2
11360,0,1,0,1,0,1,0,1,.99400002,5,0,1,1,1,1,5,2
11370,0,1,1,2,0,1,0,1,.94330001,3,0,1,3,1,1,4,2
11379,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11400,0,1,1,2,0,1,0,1,.98680001,4,0,1,3,1,1,5,3
11420,0,1,0,1,0,1,0,1,.97509998,4,0,1,1,1,1,4,2
11479,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11489,0,1,0,1,0,1,0,1,.86769998,2,0,1,1,1,1,3,2
11500,0,1,1,2,2,5,0,1,.99940002,5,0,1,3,5,1,5,3
11501,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11510,0,1,0,1,2,5,0,1,.99730003,5,0,1,1,5,1,5,3
11511,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11520,0,1,0,1,6,5,0,1,.98879999,4,0,1,1,5,1,5,3
11529,0,1,0,1,1,4,0,1,.9576,4,0,1,1,4,1,4,3
11530,0,1,2,3,3,5,0,1,.99949998,5,0,1,4,5,1,5,3
11540,0,1,1,2,0,1,0,1,.99949998,5,0,1,3,1,1,5,3
11550,0,1,0,1,15,5,0,1,.9982,5,0,1,1,5,1,5,3
11560,0,1,0,1,1,4,0,1,.9982,5,0,1,1,4,1,5,3
11580,1,5,0,1,0,1,0,1,.99659997,5,0,5,1,1,1,5,3
11587,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11590,0,1,0,1,5,5,0,1,.99849999,5,0,1,1,5,1,5,3
11600,0,1,0,1,0,1,0,1,.99830002,5,0,1,1,1,1,5,2
11610,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
11640,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11649,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11650,0,1,0,1,0,1,0,1,.9788,4,0,1,1,1,1,5,2
11700,0,1,1,2,5,5,1,5,.9989,5,0,1,3,5,5,5,4
11810,0,1,0,1,2,5,0,1,.95840001,4,0,1,1,5,1,4,3
11820,0,1,1,2,3,5,0,1,.93010002,3,0,1,3,5,1,4,3
11830,0,1,0,1,1,4,0,1,.92379999,3,0,1,1,4,1,4,3
11840,0,1,0,1,2,5,0,1,.94529998,3,0,1,1,5,1,4,3
11860,0,1,0,1,1,4,0,1,.98589998,4,0,1,1,4,1,5,3
11869,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
11870,0,1,1,2,3,5,0,1,.92799997,3,0,1,3,5,1,4,3
11920,0,1,0,1,1,4,0,1,.97829998,4,0,1,1,4,1,5,3
11930,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
11950,0,1,0,1,10,5,0,1,1,5,0,1,1,5,1,5,3
12009,0,,22,5,0,1,0,,0,,0,1,5,1,1,1,2
12070,0,,20,5,0,1,0,,0,,0,1,5,1,1,1,2
12080,0,1,7,4,0,1,0,1,.74059999,1,0,1,4,1,1,3,2
12250,0,1,97,5,0,1,0,1,.60589999,1,0,1,5,1,1,2,2
12300,0,1,551,5,0,1,0,1,.56830001,1,0,1,5,1,1,2,2
12410,0,,121,5,0,1,0,,0,,0,1,5,1,1,1,2
12500,0,1,48,5,0,1,0,1,.5395,1,0,1,5,1,1,2,2
12600,0,1,11,4,0,1,0,1,.68559998,1,0,1,5,1,1,2,2
12700,1,5,4,4,0,1,0,1,.63840002,1,0,5,4,1,1,2,3
12800,0,1,31,5,0,1,0,1,.63849998,1,0,1,5,1,1,2,2
12910,0,1,10,4,0,1,0,1,.72850001,1,0,1,5,1,1,3,2
12920,0,,13,4,0,1,0,,0,,0,1,5,1,1,1,2
12930,0,,14,4,0,1,0,,0,,0,1,5,1,1,1,2
12940,0,,27,5,0,1,0,,0,,0,1,5,1,1,1,2
12950,0,1,5,4,0,1,0,1,.59500003,1,0,1,4,1,1,2,2
13000,0,1,12,4,0,1,0,1,.91140002,3,0,1,5,1,1,4,3
13009,0,,202,5,0,1,0,,0,,0,1,5,1,1,1,2
13010,0,1,34,5,0,1,0,1,.85000002,2,0,1,5,1,1,3,2
13020,0,1,21,5,0,1,0,1,.84100002,2,0,1,5,1,1,3,2
13030,0,1,14,4,0,1,0,1,.89359999,2,0,1,5,1,1,3,2
13040,0,1,21,5,0,1,0,1,.8387,2,0,1,5,1,1,3,2
13050,0,1,66,5,0,1,0,1,.73079997,1,0,1,5,1,1,3,2
13063,0,,6,4,0,1,0,,0,,0,1,4,1,1,1,2
13090,0,1,14,4,0,1,0,1,.8168,2,0,1,5,1,1,3,2
13093,0,1,0,1,0,1,0,1,.82190001,2,0,1,1,1,1,3,2
13094,0,1,0,1,0,1,0,1,.83329999,2,0,1,1,1,1,3,2
13099,0,1,54,5,1,4,0,1,.80190003,1,0,1,5,4,1,3,3
13110,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
13119,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
13123,0,,16,4,0,1,0,,0,,0,1,5,1,1,1,2
13129,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
13150,0,1,5,4,0,1,0,1,.8114,2,0,1,4,1,1,3,2
13180,0,1,5,4,0,1,0,1,.838,2,0,1,4,1,1,3,2
13200,0,1,73,5,0,1,0,1,.88459998,2,0,1,5,1,1,3,2
13209,0,,72,5,0,1,0,,0,,0,1,5,1,1,1,2
13210,0,1,13,4,0,1,0,1,.85729998,2,0,1,5,1,1,3,2
13220,0,1,3,3,0,1,0,1,.90380001,3,0,1,4,1,1,3,2
13229,0,,17,4,0,1,0,,0,,0,1,5,1,1,1,2
13230,0,1,2,3,0,1,0,1,.9127,3,0,1,4,1,1,4,3
13250,0,1,3,3,0,1,0,1,.81599998,2,0,1,4,1,1,3,2
13273,0,1,51,5,0,1,0,1,.97729999,4,0,1,5,1,1,5,3
13280,0,1,2,3,0,1,0,1,.81400001,2,0,1,4,1,1,3,2
13310,0,1,20,5,0,1,0,1,.8222,2,0,1,5,1,1,3,2
13315,0,1,8,4,0,1,0,1,.81199998,2,0,1,4,1,1,3,2
13318,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
13363,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
13400,0,1,203,5,0,1,0,1,.80800003,1,0,1,5,1,1,3,2
13419,0,1,10,4,0,1,0,1,.72610003,1,0,1,5,1,1,3,2
13420,0,1,44,5,0,1,0,1,.80040002,1,0,1,5,1,1,3,2
13429,0,,7,4,0,1,0,,0,,0,1,4,1,1,1,2
13430,0,1,451,5,0,1,0,1,.7895,1,0,1,5,1,1,3,2
13460,0,1,9,4,0,1,0,1,.82249999,2,0,1,5,1,1,3,2
13500,1,5,0,1,0,,0,1,0,,0,5,1,1,1,1,2
13509,0,1,0,1,0,1,0,1,.88239998,2,0,1,1,1,1,3,2
13510,0,1,0,1,0,1,0,1,.8082,1,0,1,1,1,1,3,2
13520,0,1,1,2,0,1,0,1,.85250002,2,0,1,3,1,1,3,2
13529,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
13545,0,1,142,5,0,1,0,1,.83350003,2,0,1,5,1,1,3,2
13546,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
13549,0,1,73,5,0,1,0,1,.63859999,1,0,1,5,1,1,2,2
13559,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
13600,0,,6,4,0,1,0,,0,,0,1,4,1,1,1,2
13601,0,1,0,1,0,,1,5,0,,0,1,1,1,5,1,3
13610,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
13625,0,,47,5,0,1,0,,0,,0,1,5,1,1,1,2
13630,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
13640,0,,10,4,0,1,0,,0,,0,1,5,1,1,1,2
14009,0,1,6,4,0,1,1,5,0,,0,1,4,1,5,1,3
14010,0,1,2,3,3,5,0,1,.99790001,5,0,1,4,5,1,5,3
14017,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14020,0,1,1,2,5,5,0,1,.99940002,5,0,1,3,5,1,5,3
14030,0,1,2,3,3,5,0,1,.90810001,3,0,1,4,5,1,4,3
14049,0,1,0,1,0,1,0,1,.9012,2,0,1,1,1,1,3,2
14050,0,1,2,3,13,5,0,1,.98390001,4,0,1,4,5,1,5,3
14060,0,1,0,1,1,4,0,1,.99220002,5,0,1,1,4,1,5,3
14090,0,1,52,5,4,5,0,1,.9989,5,0,1,5,5,1,5,4
14098,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14120,0,1,0,1,0,1,0,1,.99860001,5,0,1,1,1,1,5,2
14129,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
14130,0,,4,4,5,5,0,,0,,0,1,4,5,1,1,3
14140,0,1,0,1,3,5,0,1,.98509997,4,0,1,1,5,1,5,3
14141,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14148,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14149,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
14150,0,1,2,3,0,1,0,1,.94940001,3,0,1,4,1,1,4,3
14160,0,1,2,3,0,1,0,1,.78780001,1,0,1,4,1,1,3,2
14208,0,1,0,1,0,1,0,1,.8901,2,0,1,1,1,1,3,2
14209,0,1,3,3,0,1,0,1,.74860001,1,0,1,4,1,1,3,2
14210,0,1,0,1,3,5,0,1,.99849999,5,0,1,1,5,1,5,3
14230,0,1,32,5,0,1,0,1,.66229999,1,0,1,5,1,1,2,2
14239,0,1,4,4,0,1,0,1,.79159999,1,0,1,4,1,1,3,2
14248,0,1,19,5,0,1,0,1,.73769999,1,0,1,5,1,1,3,2
14265,0,,0,,1,4,0,,0,,0,1,1,4,1,1,2
14266,0,1,0,1,0,1,0,1,.9874,4,0,1,1,1,1,5,2
14267,0,1,8,4,1,4,0,1,.94590002,3,0,1,4,4,1,4,3
14268,0,1,0,1,0,1,0,1,.92079997,3,0,1,1,1,1,4,2
14269,0,1,0,1,0,1,0,1,.96069998,4,0,1,1,1,1,4,2
14270,0,,21,5,0,1,0,,0,,0,1,5,1,1,1,2
14273,0,,215,5,0,1,0,,0,,0,1,5,1,1,1,2
14275,0,,38,5,1,4,0,,0,,0,1,5,4,1,1,3
14276,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
14307,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14309,0,,3,3,0,1,0,,0,,0,1,4,1,1,1,2
14320,0,1,1,2,1,4,0,1,1,5,0,1,3,4,1,5,3
14324,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14325,0,1,1,2,0,1,0,1,.99919999,5,0,1,3,1,1,5,3
14327,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14329,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
14334,0,,9,4,0,1,0,,0,,0,1,5,1,1,1,2
14336,0,,0,,2,5,0,,0,,0,1,1,5,1,1,2
14337,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14339,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14350,0,1,2,3,0,1,0,1,.99790001,5,0,1,4,1,1,5,3
14356,0,,2,3,1,4,0,,0,,0,1,4,4,1,1,2
14358,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
14376,0,1,8,4,1,4,0,1,.972,4,0,1,4,4,1,4,3
14377,0,1,1,2,0,1,0,1,1,5,0,1,3,1,1,5,3
14378,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14386,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
14387,0,1,0,1,1,4,0,1,.90960002,3,0,1,1,4,1,4,3
14388,0,1,10,4,1,4,0,1,.9418,3,0,1,5,4,1,4,3
14389,0,1,2,3,0,1,0,1,.98619998,4,0,1,4,1,1,5,3
14399,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14400,0,1,2379,5,2,5,0,1,.66439998,1,0,1,5,5,1,2,3
14406,0,1,6,4,0,1,1,5,.70370001,1,0,1,4,1,5,3,3
14408,0,1,2,3,0,1,0,1,.65109998,1,0,1,4,1,1,2,2
14409,0,1,10,4,0,1,0,1,.64539999,1,0,1,5,1,1,2,2
14410,0,1,1,2,0,1,0,1,.94630003,3,0,1,3,1,1,4,2
14428,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14429,0,1,6,4,0,1,0,1,.83350003,2,0,1,4,1,1,3,2
14438,0,1,5,4,0,1,0,1,.85970002,2,0,1,4,1,1,3,2
14439,0,1,9,4,0,1,0,1,.93769997,3,0,1,5,1,1,4,3
14440,0,1,2,3,0,1,0,1,.90170002,2,0,1,4,1,1,3,2
14450,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14456,0,,28,5,0,1,0,,0,,0,1,5,1,1,1,2
14460,0,1,7,4,0,1,0,1,.76899999,1,0,1,4,1,1,3,2
14476,0,1,44,5,0,1,0,1,.57450002,1,0,1,5,1,1,2,2
14479,0,1,81,5,0,1,1,5,.6336,1,0,1,5,1,5,2,3
14480,0,1,428,5,0,1,0,1,.27669999,1,0,1,5,1,1,2,2
14490,0,1,1948,5,0,1,0,1,.2674,1,0,1,5,1,1,2,2
14500,0,1,4725,5,0,1,0,1,.27360001,1,0,1,5,1,1,2,2
14520,0,,10,4,0,1,0,,0,,0,1,5,1,1,1,2
14529,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
14550,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
14600,0,1,2,3,0,1,0,1,.99739999,5,0,1,4,1,1,5,3
14608,0,1,0,1,0,1,0,1,.98680001,4,0,1,1,1,1,5,2
14609,0,1,2,3,0,1,0,1,.98390001,4,0,1,4,1,1,5,3
14610,0,1,7,4,7,5,0,1,.9946,5,0,1,4,5,1,5,3
14629,0,1,3,3,0,1,0,1,.99860001,5,0,1,4,1,1,5,3
14639,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
14640,0,1,0,1,0,1,1,5,.87889999,2,0,1,1,1,5,3,3
14643,0,1,1,2,0,1,0,1,.90219998,2,0,1,3,1,1,3,2
14646,0,1,7,4,0,1,0,1,.92409998,3,0,1,4,1,1,4,3
14650,0,1,18,5,1,4,0,1,.77819997,1,0,1,5,4,1,3,3
14651,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14653,0,1,0,1,0,1,0,1,.8937,2,0,1,1,1,1,3,2
14655,0,,267,5,0,1,0,,0,,0,1,5,1,1,1,2
14656,1,5,0,1,0,,0,1,0,,0,5,1,1,1,1,2
14657,0,1,13,4,0,1,0,1,.73570001,1,0,1,5,1,1,3,2
14658,0,1,2,3,0,1,0,1,.80180001,1,0,1,4,1,1,3,2
14659,1,5,0,1,0,1,0,1,.8039,1,0,5,1,1,1,3,3
14700,0,1,1690,5,0,1,0,1,.36680001,1,0,1,5,1,1,2,2
14710,0,1,1267,5,0,1,0,1,.42910001,1,0,1,5,1,1,2,2
14720,0,1,173,5,0,1,0,1,.63480002,1,0,1,5,1,1,2,2
14730,0,1,92,5,0,1,0,1,.54189998,1,0,1,5,1,1,2,2
14734,0,,957,5,0,1,0,,0,,0,1,5,1,1,1,2
14737,0,1,11,4,0,1,0,1,.65319997,1,0,1,5,1,1,2,2
14738,0,1,227,5,1,4,0,1,.45559999,1,0,1,5,4,1,2,3
14739,0,1,62,5,0,1,0,1,.68760002,1,0,1,5,1,1,2,2
14740,0,1,51,5,0,1,0,1,.64529997,1,0,1,5,1,1,2,2
14749,0,1,18,5,0,1,0,1,.74150002,1,0,1,5,1,1,3,2
14750,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14760,0,,138,5,0,1,0,,0,,0,1,5,1,1,1,2
14780,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
14790,0,,8,4,0,1,0,,0,,0,1,4,1,1,1,2
14900,0,1,494,5,0,1,0,1,.30509999,1,0,1,5,1,1,2,2
15000,0,1,2,3,1,4,1,5,.95429999,4,0,1,4,4,5,4,4
15010,0,1,0,1,0,1,0,1,.95450002,4,0,1,1,1,1,4,2
15020,0,1,0,1,0,1,1,5,.95310003,4,0,1,1,1,5,4,3
15100,0,1,1,2,0,1,0,1,.96469998,4,0,1,3,1,1,4,2
15120,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15200,0,1,0,1,0,1,0,1,.97030002,4,0,1,1,1,1,4,2
15210,0,1,1,2,0,1,0,1,.94510001,3,0,1,3,1,1,4,2
15230,0,1,0,1,0,1,0,1,.93449998,3,0,1,1,1,1,4,2
15240,0,1,0,1,0,1,0,1,.99510002,5,0,1,1,1,1,5,2
15250,0,1,0,1,0,1,0,1,.9885,4,0,1,1,1,1,5,2
15260,0,1,0,1,0,1,0,1,.96259999,4,0,1,1,1,1,4,2
15270,0,1,0,1,0,1,0,1,.96759999,4,0,1,1,1,1,4,2
15280,0,1,0,1,0,1,0,1,.93760002,3,0,1,1,1,1,4,2
15290,0,1,0,1,0,1,0,1,.9698,4,0,1,1,1,1,4,2
15299,0,,1,2,0,1,0,,0,,0,1,3,1,1,1,2
15300,0,1,0,1,1,4,0,1,.95630002,4,0,1,1,4,1,4,3
15309,0,1,0,1,0,1,0,1,.95050001,4,0,1,1,1,1,4,2
15320,0,1,0,1,0,1,0,1,.90600002,3,0,1,1,1,1,3,2
15330,0,1,0,1,0,1,0,1,.90490001,3,0,1,1,1,1,3,2
15339,0,1,0,1,0,1,0,1,.92650002,3,0,1,1,1,1,4,2
15340,0,1,1,2,0,1,0,1,.95160002,4,0,1,3,1,1,4,2
15350,0,1,0,1,0,1,0,1,.9835,4,0,1,1,1,1,5,2
15370,0,1,0,1,0,1,0,1,.84920001,2,0,1,1,1,1,3,2
15380,0,1,0,1,0,1,0,1,.96240002,4,0,1,1,1,1,4,2
15390,0,1,0,1,1,4,0,1,.99309999,5,0,1,1,4,1,5,3
15400,0,1,0,1,0,1,0,1,.92930001,3,0,1,1,1,1,4,2
15410,0,1,1,2,0,1,0,1,.92720002,3,0,1,3,1,1,4,2
15420,0,1,0,1,0,1,0,1,.96390003,4,0,1,1,1,1,4,2
15430,0,1,0,1,1,4,0,1,.95270002,4,0,1,1,4,1,4,3
15440,0,1,0,1,0,1,0,1,.98119998,4,0,1,1,1,1,5,2
15450,0,1,0,1,0,1,0,1,.91159999,3,0,1,1,1,1,4,2
15460,0,1,0,1,0,1,0,1,.89240003,2,0,1,1,1,1,3,2
15470,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15500,0,1,0,1,0,1,0,1,.9429,3,0,1,1,1,1,4,2
15510,0,1,0,1,2,5,0,1,.92369998,3,0,1,1,5,1,4,3
15520,0,1,8,4,1,4,0,1,.85339999,2,0,1,4,4,1,3,3
15530,1,5,1,2,0,1,0,1,.94709998,3,0,5,3,1,1,4,3
15540,0,1,0,1,0,1,0,1,.98930001,4,0,1,1,1,1,5,2
15610,0,1,0,1,0,1,0,1,.92210001,3,0,1,1,1,1,4,2
15620,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15630,0,1,0,1,0,1,0,1,.93370003,3,0,1,1,1,1,4,2
15650,0,1,0,1,0,1,0,1,.8495,2,0,1,1,1,1,3,2
15669,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15670,0,1,0,1,0,1,0,1,.90469998,3,0,1,1,1,1,3,2
15700,0,1,0,1,1,4,0,1,.95649999,4,0,1,1,4,1,4,3
15710,0,1,0,1,0,1,0,1,.65820003,1,0,1,1,1,1,2,2
15720,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15730,0,1,0,1,1,4,0,1,.98100001,4,0,1,1,4,1,5,3
15740,0,1,0,1,0,1,0,1,.92659998,3,0,1,1,1,1,4,2
15750,0,1,0,1,0,1,0,1,.91420001,3,0,1,1,1,1,4,2
15800,0,1,0,1,1,4,0,1,.99680001,5,0,1,1,4,1,5,3
15810,0,1,0,1,0,1,1,5,.95709997,4,0,1,1,1,5,4,3
15820,0,1,0,1,0,1,1,5,.9806,4,0,1,1,1,5,5,3
15829,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15830,0,1,0,1,0,1,0,1,.98070002,4,0,1,1,1,1,5,2
15840,0,1,0,1,0,1,0,1,.95590001,4,0,1,1,1,1,4,2
15850,0,1,1,2,0,1,0,1,.935,3,0,1,3,1,1,4,2
15860,0,1,0,1,2,5,0,1,.84689999,2,0,1,1,5,1,3,3
15870,0,1,0,1,0,1,0,1,.99919999,5,0,1,1,1,1,5,2
15900,0,1,0,1,0,1,0,1,.99419999,5,0,1,1,1,1,5,2
15909,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15940,0,1,0,1,0,1,0,1,.96759999,4,0,1,1,1,1,4,2
15950,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15960,0,1,0,1,2,5,0,1,.99669999,5,0,1,1,5,1,5,3
15968,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
15970,0,1,0,1,0,1,0,1,.99370003,5,0,1,1,1,1,5,2
15980,0,1,0,1,0,1,0,1,1,5,0,1,1,1,1,5,2
15990,0,1,0,1,0,1,0,1,.95590001,4,0,1,1,1,1,4,2
16001,1,5,0,1,0,,1,5,0,,0,5,1,1,5,1,3
16019,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16029,0,1,1,2,0,1,0,1,.93800002,3,0,1,3,1,1,4,2
16034,1,5,7,4,1,4,0,1,.97250003,4,0,5,4,4,1,4,4
16036,0,,17,4,0,1,0,,0,,0,1,5,1,1,1,2
16038,0,1,2,3,0,1,0,1,.62330002,1,0,1,4,1,1,2,2
16039,0,,4,4,0,1,0,,0,,0,1,4,1,1,1,2
16057,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16058,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16060,0,1,3,3,0,1,0,1,.65439999,1,0,1,4,1,1,2,2
16095,0,,11,4,0,1,0,,0,,0,1,5,1,1,1,2
16098,0,,2,3,0,1,0,,0,,0,1,4,1,1,1,2
16099,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16100,0,1,3,3,0,1,0,1,.88249999,2,0,1,4,1,1,3,2
16105,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16200,0,1,59,5,0,1,0,1,.86940002,2,0,1,5,1,1,3,2
16210,0,1,0,1,0,1,0,1,.91479999,3,0,1,1,1,1,4,2
16220,0,,10,4,0,1,0,,0,,0,1,5,1,1,1,2
16244,0,,6,4,0,1,0,,0,,0,1,4,1,1,1,2
16247,0,,7,4,0,1,0,,0,,0,1,4,1,1,1,2
16248,0,,17,4,0,1,0,,0,,0,1,5,1,1,1,2
16300,0,1,4,4,0,1,0,1,.84460002,2,0,1,4,1,1,3,2
16310,0,1,1,2,0,1,0,1,.74489999,1,0,1,3,1,1,3,2
16320,0,1,0,1,0,1,0,1,.79329997,1,0,1,1,1,1,3,2
16330,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16340,0,1,0,1,0,1,0,1,.81029999,1,0,1,1,1,1,3,2
16400,0,1,10,4,0,1,0,1,.78210002,1,0,1,5,1,1,3,2
16410,0,1,0,1,0,1,0,1,.81599998,2,0,1,1,1,1,3,2
16420,0,1,2,3,0,1,0,1,.76789999,1,0,1,4,1,1,3,2
16428,0,1,0,1,0,1,0,1,.68559998,1,0,1,1,1,1,2,2
16429,0,1,8,4,0,1,0,1,.80019999,1,0,1,4,1,1,3,2
16430,0,1,1,2,0,1,0,1,.88690001,2,0,1,3,1,1,3,2
16440,0,1,0,1,0,1,0,1,.67919999,1,0,1,1,1,1,2,2
16443,0,1,0,1,0,1,0,1,.7184,1,0,1,1,1,1,3,2
16450,0,1,1268,5,0,1,0,1,.7335,1,0,1,5,1,1,3,2
16457,0,1,1,2,0,1,0,1,.65259999,1,0,1,3,1,1,2,2
16459,0,1,20,5,1,4,0,1,.58899999,1,0,1,5,4,1,2,3
16500,0,,0,,1,4,0,,0,,0,1,1,4,1,1,2
16510,0,,26,5,0,1,0,,0,,0,1,5,1,1,1,2
16515,0,,154,5,0,1,0,,0,,0,1,5,1,1,1,2
16533,0,1,1,2,0,1,0,1,.67250001,1,0,1,3,1,1,2,2
16600,0,1,125,5,0,1,0,1,.72469997,1,0,1,5,1,1,3,2
16604,0,1,1,2,0,1,0,1,.41330001,1,0,1,3,1,1,2,2
16605,0,1,68,5,0,1,0,1,.55470002,1,0,1,5,1,1,2,2
16606,0,1,0,1,0,1,0,1,.3766,1,0,1,1,1,1,2,2
16607,0,1,3,3,0,1,0,1,.44069999,1,0,1,4,1,1,2,2
16609,0,,0,,0,1,0,,0,,0,1,1,1,1,1,2
16610,0,1,520,5,0,1,0,1,.6821,1,0,1,5,1,1,2,2
16614,0,1,0,1,0,1,0,1,.53960001,1,0,1,1,1,1,2,2
16615,0,1,0,1,0,1,0,1,.23649999,1,0,1,1,1,1,2,2
16616,0,1,15,4,0,1,0,1,.57779998,1,0,1,5,1,1,2,2
16617,0,1,0,1,0,1,0,1,.52060002,1,0,1,1,1,1,2,2
16620,0,1,11,4,0,1,0,1,.71069998,1,0,1,5,1,1,3,2
